Status;Punkte;Spieler;Note;Spieltag;Datum
gespielt;1.0;Kübler;6.4;2;16.02.2026
gespielt;3.0;Kübler;6.8;1;16.02.2026
nicht eingesetzt;;Kücüksahin;;22;16.02.2026
nicht eingesetzt;;Kücüksahin;;21;16.02.2026
nicht eingesetzt;;Kücüksahin;;20;16.02.2026
nicht eingesetzt;;Kücüksahin;;19;16.02.2026
nicht eingesetzt;;Kücüksahin;;18;16.02.2026
nicht eingesetzt;;Kücüksahin;;17;16.02.2026
nicht eingesetzt;;Kücüksahin;;16;16.02.2026
nicht eingesetzt;;Kücüksahin;;15;16.02.2026
nicht eingesetzt;;Kücüksahin;;14;16.02.2026
nicht eingesetzt;;Kücüksahin;;13;16.02.2026
nicht eingesetzt;;Kücüksahin;;12;16.02.2026
nicht eingesetzt;;Kücüksahin;;11;16.02.2026
nicht eingesetzt;;Kücüksahin;;10;16.02.2026
nicht eingesetzt;;Kücüksahin;;9;16.02.2026
nicht eingesetzt;;Kücüksahin;;8;16.02.2026
nicht eingesetzt;;Kücüksahin;;7;16.02.2026
nicht eingesetzt;;Kücüksahin;;6;16.02.2026
nicht eingesetzt;;Kücüksahin;;5;16.02.2026
nicht eingesetzt;;Kücüksahin;;4;16.02.2026
nicht eingesetzt;;Kücüksahin;;3;16.02.2026
nicht eingesetzt;;Kücüksahin;;2;16.02.2026
nicht eingesetzt;;Kücüksahin;;1;16.02.2026
nicht eingesetzt;;Kumashiro;;22;16.02.2026
nicht eingesetzt;;Kumashiro;;21;16.02.2026
nicht eingesetzt;;Kumashiro;;20;16.02.2026
nicht eingesetzt;;Kumashiro;;19;16.02.2026
nicht eingesetzt;;Kumashiro;;18;16.02.2026
nicht eingesetzt;;Kumashiro;;17;16.02.2026
nicht eingesetzt;;Kumashiro;;16;16.02.2026
nicht eingesetzt;;Kumashiro;;15;16.02.2026
nicht eingesetzt;;Kumashiro;;14;16.02.2026
nicht eingesetzt;;Kumashiro;;13;16.02.2026
nicht eingesetzt;;Kumashiro;;12;16.02.2026
nicht eingesetzt;;Kumashiro;;11;16.02.2026
nicht eingesetzt;;Kumashiro;;10;16.02.2026
nicht eingesetzt;;Kumashiro;;9;16.02.2026
nicht eingesetzt;;Kumashiro;;8;16.02.2026
nicht eingesetzt;;Kumashiro;;7;16.02.2026
nicht eingesetzt;;Kumashiro;;6;16.02.2026
nicht eingesetzt;;Kumashiro;;5;16.02.2026
nicht eingesetzt;;Kumashiro;;4;16.02.2026
nicht eingesetzt;;Kumashiro;;3;16.02.2026
nicht eingesetzt;;Kumashiro;;2;16.02.2026
nicht eingesetzt;;Kumashiro;;1;16.02.2026
gespielt;3.0;Kumbedi;6.8;22;16.02.2026
war im Aufbautraining;;Kumbedi;;21;16.02.2026
gespielt;2.0;Kumbedi;6.5;20;16.02.2026
gespielt;3.0;Kumbedi;6.8;19;16.02.2026
gespielt;2.0;Kumbedi;6.6;18;16.02.2026
gespielt;1.0;Kumbedi;6.4;17;16.02.2026
gespielt;-5.0;Kumbedi;5.1;16;16.02.2026
gespielt;2.0;Kumbedi;6.6;15;16.02.2026
gespielt;2.0;Kumbedi;6.6;14;16.02.2026
gespielt;2.0;Kumbedi;6.5;13;16.02.2026
gespielt;4.0;Kumbedi;7.0;12;16.02.2026
gespielt;0.0;Kumbedi;6.1;11;16.02.2026
gespielt;3.0;Kumbedi;6.8;10;16.02.2026
gespielt;2.0;Kumbedi;6.6;9;16.02.2026
gespielt;3.0;Kumbedi;6.8;8;16.02.2026
gespielt;1.0;Kumbedi;6.3;7;16.02.2026
nicht eingesetzt;;Kumbedi;;6;16.02.2026
nicht eingesetzt;;Kumbedi;;5;16.02.2026
nicht eingesetzt;;Kumbedi;;4;16.02.2026
nicht eingesetzt;;Kumbedi;;3;16.02.2026
nicht eingesetzt;;Kumbedi;;2;16.02.2026
nicht eingesetzt;;Kumbedi;;1;16.02.2026
war im Aufbautraining;;Kyereh;;22;16.02.2026
war im Aufbautraining;;Kyereh;;21;16.02.2026
war im Aufbautraining;;Kyereh;;20;16.02.2026
war im Aufbautraining;;Kyereh;;19;16.02.2026
war im Aufbautraining;;Kyereh;;18;16.02.2026
war im Aufbautraining;;Kyereh;;17;16.02.2026
war im Aufbautraining;;Kyereh;;16;16.02.2026
war im Aufbautraining;;Kyereh;;15;16.02.2026
war im Aufbautraining;;Kyereh;;14;16.02.2026
war im Aufbautraining;;Kyereh;;13;16.02.2026
war im Aufbautraining;;Kyereh;;12;16.02.2026
war im Aufbautraining;;Kyereh;;11;16.02.2026
war im Aufbautraining;;Kyereh;;10;16.02.2026
war im Aufbautraining;;Kyereh;;9;16.02.2026
war im Aufbautraining;;Kyereh;;8;16.02.2026
war im Aufbautraining;;Kyereh;;7;16.02.2026
war im Aufbautraining;;Kyereh;;6;16.02.2026
war im Aufbautraining;;Kyereh;;5;16.02.2026
war im Aufbautraining;;Kyereh;;4;16.02.2026
war im Aufbautraining;;Kyereh;;3;16.02.2026
war im Aufbautraining;;Kyereh;;2;16.02.2026
war im Aufbautraining;;Kyereh;;1;16.02.2026
nicht eingesetzt;;L. Philipp;;22;16.02.2026
nicht eingesetzt;;L. Philipp;;21;16.02.2026
nicht eingesetzt;;L. Philipp;;20;16.02.2026
nicht eingesetzt;;L. Philipp;;16;16.02.2026
nicht eingesetzt;;L. Philipp;;19;16.02.2026
nicht eingesetzt;;L. Philipp;;18;16.02.2026
nicht eingesetzt;;L. Philipp;;17;16.02.2026
nicht eingesetzt;;L. Philipp;;15;16.02.2026
nicht eingesetzt;;L. Philipp;;14;16.02.2026
nicht eingesetzt;;L. Philipp;;13;16.02.2026
nicht eingesetzt;;L. Philipp;;12;16.02.2026
nicht eingesetzt;;L. Philipp;;11;16.02.2026
nicht eingesetzt;;L. Philipp;;10;16.02.2026
nicht eingesetzt;;L. Philipp;;9;16.02.2026
nicht eingesetzt;;L. Philipp;;8;16.02.2026
nicht eingesetzt;;L. Philipp;;7;16.02.2026
nicht eingesetzt;;L. Philipp;;6;16.02.2026
nicht eingesetzt;;L. Philipp;;5;16.02.2026
nicht eingesetzt;;L. Philipp;;4;16.02.2026
nicht eingesetzt;;L. Philipp;;3;16.02.2026
nicht eingesetzt;;L. Philipp;;2;16.02.2026
nicht eingesetzt;;L. Philipp;;1;16.02.2026
gespielt;4.0;L. Vušković;6.9;22;16.02.2026
gespielt;4.0;L. Vušković;7.0;21;16.02.2026
gespielt;12.0;L. Vušković;7.5;20;16.02.2026
gespielt;9.0;L. Vušković;8.1;19;16.02.2026
gespielt;7.0;L. Vušković;7.5;18;16.02.2026
gespielt;12.0;L. Vušković;7.6;16;16.02.2026
gespielt;4.0;L. Vušković;7.0;15;16.02.2026
gespielt;0.0;L. Vušković;6.1;14;16.02.2026
gespielt;10.0;L. Vušković;7.2;13;16.02.2026
gespielt;3.0;L. Vušković;6.7;12;16.02.2026
gespielt;1.0;L. Vušković;6.4;11;16.02.2026
gespielt;6.0;L. Vušković;7.3;10;16.02.2026
gespielt;6.0;L. Vušković;7.3;9;16.02.2026
gespielt;7.0;L. Vušković;7.5;8;16.02.2026
gespielt;4.0;L. Vušković;7.0;7;16.02.2026
gespielt;8.0;L. Vušković;7.7;6;16.02.2026
gespielt;8.0;L. Vušković;7.7;5;16.02.2026
gespielt;14.0;L. Vušković;8.2;4;16.02.2026
gespielt;0.0;L. Vušković;6.1;3;16.02.2026
nicht eingesetzt;;L. Vušković;;2;16.02.2026
nicht eingesetzt;;L. Vušković;;1;16.02.2026
nicht eingesetzt;;Labrović;;22;16.02.2026
nicht eingesetzt;;Labrović;;21;16.02.2026
nicht eingesetzt;;Labrović;;20;16.02.2026
nicht eingesetzt;;Labrović;;19;16.02.2026
nicht eingesetzt;;Labrović;;18;16.02.2026
nicht eingesetzt;;Labrović;;17;16.02.2026
nicht eingesetzt;;Labrović;;16;16.02.2026
nicht eingesetzt;;Labrović;;15;16.02.2026
nicht eingesetzt;;Labrović;;14;16.02.2026
nicht eingesetzt;;Labrović;;13;16.02.2026
nicht eingesetzt;;Labrović;;12;16.02.2026
nicht eingesetzt;;Labrović;;11;16.02.2026
nicht eingesetzt;;Labrović;;10;16.02.2026
nicht eingesetzt;;Labrović;;9;16.02.2026
nicht eingesetzt;;Labrović;;8;16.02.2026
nicht eingesetzt;;Labrović;;7;16.02.2026
nicht eingesetzt;;Labrović;;6;16.02.2026
nicht eingesetzt;;Labrović;;5;16.02.2026
nicht eingesetzt;;Labrović;;4;16.02.2026
nicht eingesetzt;;Labrović;;3;16.02.2026
nicht eingesetzt;;Labrović;;2;16.02.2026
nicht eingesetzt;;Labrović;;1;16.02.2026
gespielt;5.0;Laimer;7.2;22;16.02.2026
gespielt;2.0;Laimer;6.6;21;16.02.2026
war im Aufbautraining;;Laimer;;20;16.02.2026
war im Aufbautraining;;Laimer;;19;16.02.2026
war verletzt;;Laimer;;18;16.02.2026
gespielt;4.0;Laimer;6.9;17;16.02.2026
gespielt;6.0;Laimer;7.3;16;16.02.2026
war Gelb gesperrt;;Laimer;;15;16.02.2026
gespielt;0.0;Laimer;6.2;14;16.02.2026
gespielt;14.0;Laimer;8.0;13;16.02.2026
gespielt;-1.0;Laimer;6.0;12;16.02.2026
gespielt;4.0;Laimer;7.0;11;16.02.2026
gespielt;2.0;Laimer;6.6;10;16.02.2026
gespielt;6.0;Laimer;7.3;9;16.02.2026
gespielt;4.0;Laimer;6.9;8;16.02.2026
gespielt;2.0;Laimer;6.5;7;16.02.2026
gespielt;2.0;Laimer;6.6;6;16.02.2026
gespielt;14.0;Laimer;8.2;5;16.02.2026
gespielt;5.0;Laimer;7.1;4;16.02.2026
gespielt;8.0;Laimer;7.8;3;16.02.2026
gespielt;2.0;Laimer;6.5;2;16.02.2026
gespielt;3.0;Laimer;6.7;1;16.02.2026
gespielt;6.0;Larsson;7.4;22;16.02.2026
gespielt;2.0;Larsson;6.5;21;16.02.2026
gespielt;1.0;Larsson;6.3;20;16.02.2026
gespielt;2.0;Larsson;6.5;19;16.02.2026
war verletzt;;Larsson;;18;16.02.2026
war verletzt;;Larsson;;17;16.02.2026
gespielt;3.0;Larsson;6.7;16;16.02.2026
gespielt;9.0;Larsson;7.1;15;16.02.2026
nicht eingesetzt;;Larsson;;14;16.02.2026
gespielt;0.0;Larsson;6.1;13;16.02.2026
war im Aufbautraining;;Larsson;;12;16.02.2026
war verletzt;;Larsson;;11;16.02.2026
gespielt;2.0;Larsson;6.6;10;16.02.2026
gespielt;7.0;Larsson;7.6;9;16.02.2026
gespielt;0.0;Larsson;;8;16.02.2026
gespielt;1.0;Larsson;6.4;7;16.02.2026
gespielt;2.0;Larsson;6.5;6;16.02.2026
nicht eingesetzt;;Larsson;;5;16.02.2026
gespielt;2.0;Larsson;6.6;4;16.02.2026
war verletzt;;Larsson;;3;16.02.2026
gespielt;5.0;Larsson;7.1;2;16.02.2026
gespielt;4.0;Larsson;7.0;1;16.02.2026
gespielt;1.0;Lee;6.3;22;16.02.2026
gespielt;4.0;Lee;7.0;21;16.02.2026
gespielt;5.0;Lee;7.2;20;16.02.2026
gespielt;5.0;Lee;7.1;19;16.02.2026
gespielt;0.0;Lee;6.1;18;16.02.2026
gespielt;5.0;Lee;7.2;17;16.02.2026
gespielt;9.0;Lee;8.0;16;16.02.2026
gespielt;4.0;Lee;7.0;15;16.02.2026
gespielt;10.0;Lee;7.3;14;16.02.2026
gespielt;4.0;Lee;6.9;13;16.02.2026
gespielt;2.0;Lee;6.5;12;16.02.2026
gespielt;4.0;Lee;6.9;11;16.02.2026
gespielt;4.0;Lee;6.9;10;16.02.2026
gespielt;4.0;Lee;6.9;9;16.02.2026
gespielt;3.0;Lee;6.7;8;16.02.2026
gespielt;5.0;Lee;6.4;7;16.02.2026
gespielt;3.0;Lee;6.8;6;16.02.2026
gespielt;1.0;Lee;6.4;5;16.02.2026
war im Aufbautraining;;Lee;;4;16.02.2026
war verletzt;;Lee;;3;16.02.2026
gespielt;4.0;Lee;7.0;2;16.02.2026
gespielt;3.0;Lee;6.8;1;16.02.2026
nicht eingesetzt;;Leitsch;;22;16.02.2026
nicht eingesetzt;;Leitsch;;21;16.02.2026
nicht eingesetzt;;Leitsch;;20;16.02.2026
nicht eingesetzt;;Leitsch;;19;16.02.2026
war im Aufbautraining;;Leitsch;;18;16.02.2026
war im Aufbautraining;;Leitsch;;17;16.02.2026
war im Aufbautraining;;Leitsch;;16;16.02.2026
war verletzt;;Leitsch;;15;16.02.2026
war verletzt;;Leitsch;;14;16.02.2026
gespielt;6.0;Leitsch;7.3;13;16.02.2026
nicht eingesetzt;;Leitsch;;12;16.02.2026
nicht eingesetzt;;Leitsch;;11;16.02.2026
nicht eingesetzt;;Leitsch;;10;16.02.2026
nicht eingesetzt;;Leitsch;;9;16.02.2026
nicht eingesetzt;;Leitsch;;8;16.02.2026
nicht eingesetzt;;Leitsch;;7;16.02.2026
war angeschlagen;;Leitsch;;6;16.02.2026
gespielt;2.0;Leitsch;6.6;5;16.02.2026
gespielt;0.0;Leitsch;6.1;4;16.02.2026
nicht eingesetzt;;Leitsch;;3;16.02.2026
nicht eingesetzt;;Leitsch;;2;16.02.2026
nicht eingesetzt;;Leitsch;;1;16.02.2026
war im Aufbautraining;;Lemperle;;22;16.02.2026
war angeschlagen;;Lemperle;;21;16.02.2026
gespielt;1.0;Lemperle;6.4;20;16.02.2026
gespielt;3.0;Lemperle;6.8;16;16.02.2026
nicht eingesetzt;;Lemperle;;19;16.02.2026
gespielt;2.0;Lemperle;6.6;18;16.02.2026
gespielt;11.0;Lemperle;7.9;17;16.02.2026
gespielt;1.0;Lemperle;6.3;15;16.02.2026
gespielt;9.0;Lemperle;7.4;14;16.02.2026
gespielt;4.0;Lemperle;6.9;13;16.02.2026
gespielt;2.0;Lemperle;6.5;12;16.02.2026
gespielt;3.0;Lemperle;6.8;11;16.02.2026
gespielt;9.0;Lemperle;7.3;10;16.02.2026
gespielt;1.0;Lemperle;6.4;9;16.02.2026
gespielt;8.0;Lemperle;7.1;8;16.02.2026
gespielt;4.0;Lemperle;7.0;7;16.02.2026
gespielt;4.0;Lemperle;7.0;6;16.02.2026
gespielt;1.0;Lemperle;6.3;5;16.02.2026
nicht eingesetzt;;Lemperle;;4;16.02.2026
gespielt;13.0;Lemperle;8.7;3;16.02.2026
gespielt;6.0;Lemperle;7.3;2;16.02.2026
gespielt;9.0;Lemperle;7.4;1;16.02.2026
gespielt;4.0;Leweling;7.0;22;16.02.2026
gespielt;10.0;Leweling;7.4;21;16.02.2026
gespielt;4.0;Leweling;6.9;20;16.02.2026
gespielt;11.0;Leweling;7.5;19;16.02.2026
gespielt;2.0;Leweling;6.5;18;16.02.2026
gespielt;6.0;Leweling;7.3;17;16.02.2026
gespielt;17.0;Leweling;8.2;16;16.02.2026
gespielt;3.0;Leweling;6.7;15;16.02.2026
gespielt;16.0;Leweling;9.2;14;16.02.2026
gespielt;1.0;Leweling;6.4;13;16.02.2026
gespielt;3.0;Leweling;6.8;12;16.02.2026
gespielt;1.0;Leweling;6.4;11;16.02.2026
gespielt;0.0;Leweling;6.2;10;16.02.2026
gespielt;1.0;Leweling;6.4;9;16.02.2026
gespielt;4.0;Leweling;7.0;8;16.02.2026
war im Aufbautraining;;Leweling;;7;16.02.2026
gespielt;8.0;Leweling;7.7;6;16.02.2026
gespielt;2.0;Leweling;6.5;5;16.02.2026
gespielt;6.0;Leweling;7.3;4;16.02.2026
gespielt;3.0;Leweling;6.8;3;16.02.2026
gespielt;5.0;Leweling;7.2;2;16.02.2026
gespielt;4.0;Leweling;7.0;1;16.02.2026
war im Aufbautraining;;Lienhart;;22;16.02.2026
war angeschlagen;;Lienhart;;21;16.02.2026
war im Aufbautraining;;Lienhart;;20;16.02.2026
war verletzt;;Lienhart;;19;16.02.2026
war verletzt;;Lienhart;;18;16.02.2026
war verletzt;;Lienhart;;17;16.02.2026
gespielt;3.0;Lienhart;6.8;16;16.02.2026
war im Aufbautraining;;Lienhart;;15;16.02.2026
nicht eingesetzt;;Lienhart;;14;16.02.2026
gespielt;2.0;Lienhart;6.6;13;16.02.2026
gespielt;8.0;Lienhart;7.9;12;16.02.2026
gespielt;-1.0;Lienhart;5.9;11;16.02.2026
gespielt;7.0;Lienhart;7.5;10;16.02.2026
war Gelb-Rot gesperrt;;Lienhart;;9;16.02.2026
gespielt;0.0;Lienhart;6.5;8;16.02.2026
gespielt;3.0;Lienhart;6.7;7;16.02.2026
gespielt;5.0;Lienhart;7.1;6;16.02.2026
nicht eingesetzt;;Lienhart;;5;16.02.2026
gespielt;3.0;Lienhart;6.7;4;16.02.2026
gespielt;3.0;Lienhart;6.7;3;16.02.2026
gespielt;0.0;Lienhart;6.1;2;16.02.2026
gespielt;4.0;Lienhart;7.0;1;16.02.2026
war angeschlagen;;Lindstrøm;;22;16.02.2026
gespielt;2.0;Lindstrøm;6.6;21;16.02.2026
gespielt;4.0;Lindstrøm;7.0;20;16.02.2026
gespielt;1.0;Lindstrøm;6.3;19;16.02.2026
gespielt;2.0;Lindstrøm;6.5;18;16.02.2026
nicht eingesetzt;;Lindstrøm;;17;16.02.2026
nicht eingesetzt;;Lindstrøm;;16;16.02.2026
gespielt;2.0;Lindstrøm;6.6;15;16.02.2026
nicht eingesetzt;;Lindstrøm;;14;16.02.2026
nicht eingesetzt;;Lindstrøm;;13;16.02.2026
war angeschlagen;;Lindstrøm;;12;16.02.2026
war im Aufbautraining;;Lindstrøm;;11;16.02.2026
war im Aufbautraining;;Lindstrøm;;10;16.02.2026
war im Aufbautraining;;Lindstrøm;;9;16.02.2026
war im Aufbautraining;;Lindstrøm;;8;16.02.2026
war im Aufbautraining;;Lindstrøm;;7;16.02.2026
war verletzt;;Lindstrøm;;6;16.02.2026
war verletzt;;Lindstrøm;;5;16.02.2026
war verletzt;;Lindstrøm;;4;16.02.2026
gespielt;0.0;Lindstrøm;;3;16.02.2026
war im Aufbautraining;;Lindstrøm;;2;16.02.2026
war im Aufbautraining;;Lindstrøm;;1;16.02.2026
nicht eingesetzt;;Lomb;;22;16.02.2026
nicht eingesetzt;;Lomb;;21;16.02.2026
nicht eingesetzt;;Lomb;;20;16.02.2026
nicht eingesetzt;;Lomb;;19;16.02.2026
nicht eingesetzt;;Lomb;;18;16.02.2026
nicht eingesetzt;;Lomb;;16;16.02.2026
nicht eingesetzt;;Lomb;;15;16.02.2026
nicht eingesetzt;;Lomb;;14;16.02.2026
nicht eingesetzt;;Lomb;;13;16.02.2026
nicht eingesetzt;;Lomb;;12;16.02.2026
nicht eingesetzt;;Lomb;;11;16.02.2026
nicht eingesetzt;;Lomb;;10;16.02.2026
nicht eingesetzt;;Lomb;;9;16.02.2026
nicht eingesetzt;;Lomb;;8;16.02.2026
nicht eingesetzt;;Lomb;;7;16.02.2026
nicht eingesetzt;;Lomb;;6;16.02.2026
nicht eingesetzt;;Lomb;;5;16.02.2026
nicht eingesetzt;;Lomb;;4;16.02.2026
nicht eingesetzt;;Lomb;;3;16.02.2026
nicht eingesetzt;;Lomb;;2;16.02.2026
nicht eingesetzt;;Lomb;;1;16.02.2026
gespielt;6.0;Lucas Vázquez;7.4;22;16.02.2026
nicht eingesetzt;;Lucas Vázquez;;21;16.02.2026
nicht eingesetzt;;Lucas Vázquez;;20;16.02.2026
gespielt;11.0;Lucas Vázquez;7.4;19;16.02.2026
nicht eingesetzt;;Lucas Vázquez;;18;16.02.2026
gespielt;2.0;Lucas Vázquez;6.5;16;16.02.2026
gespielt;2.0;Lucas Vázquez;6.5;15;16.02.2026
war im Aufbautraining;;Lucas Vázquez;;14;16.02.2026
war im Aufbautraining;;Lucas Vázquez;;13;16.02.2026
war im Aufbautraining;;Lucas Vázquez;;12;16.02.2026
war im Aufbautraining;;Lucas Vázquez;;11;16.02.2026
war im Aufbautraining;;Lucas Vázquez;;10;16.02.2026
war im Aufbautraining;;Lucas Vázquez;;9;16.02.2026
war im Aufbautraining;;Lucas Vázquez;;8;16.02.2026
war angeschlagen;;Lucas Vázquez;;7;16.02.2026
gespielt;7.0;Lucas Vázquez;7.5;6;16.02.2026
gespielt;1.0;Lucas Vázquez;6.4;5;16.02.2026
gespielt;2.0;Lucas Vázquez;6.6;4;16.02.2026
gespielt;5.0;Lucas Vázquez;7.2;3;16.02.2026
nicht eingesetzt;;Lucas Vázquez;;2;16.02.2026
nicht eingesetzt;;Lucas Vázquez;;1;16.02.2026
gespielt;7.0;Luis Díaz;7.5;22;16.02.2026
gespielt;21.0;Luis Díaz;10.0;21;16.02.2026
gespielt;7.0;Luis Díaz;6.9;20;16.02.2026
gespielt;2.0;Luis Díaz;6.6;19;16.02.2026
gespielt;5.0;Luis Díaz;7.1;18;16.02.2026
gespielt;4.0;Luis Díaz;7.0;17;16.02.2026
gespielt;13.0;Luis Díaz;8.6;16;16.02.2026
gespielt;11.0;Luis Díaz;7.7;15;16.02.2026
war Gelb gesperrt;;Luis Díaz;;14;16.02.2026
gespielt;6.0;Luis Díaz;7.4;13;16.02.2026
gespielt;13.0;Luis Díaz;8.5;12;16.02.2026
gespielt;3.0;Luis Díaz;6.7;11;16.02.2026
gespielt;8.0;Luis Díaz;7.1;10;16.02.2026
gespielt;5.0;Luis Díaz;7.1;9;16.02.2026
gespielt;4.0;Luis Díaz;7.0;8;16.02.2026
gespielt;0.0;Luis Díaz;6.1;7;16.02.2026
gespielt;17.0;Luis Díaz;9.1;6;16.02.2026
gespielt;8.0;Luis Díaz;7.9;5;16.02.2026
gespielt;5.0;Luis Díaz;7.1;4;16.02.2026
gespielt;10.0;Luis Díaz;7.6;3;16.02.2026
gespielt;10.0;Luis Díaz;7.5;2;16.02.2026
gespielt;15.0;Luis Díaz;9.3;1;16.02.2026
gespielt;2.0;Lukeba;6.6;22;16.02.2026
war im Aufbautraining;;Lukeba;;21;16.02.2026
war im Aufbautraining;;Lukeba;;20;16.02.2026
war verletzt;;Lukeba;;16;16.02.2026
war verletzt;;Lukeba;;19;16.02.2026
gespielt;-1.0;Lukeba;6.0;18;16.02.2026
gespielt;5.0;Lukeba;7.1;17;16.02.2026
gespielt;2.0;Lukeba;6.6;15;16.02.2026
gespielt;0.0;Lukeba;6.1;14;16.02.2026
gespielt;7.0;Lukeba;7.5;13;16.02.2026
gespielt;8.0;Lukeba;7.7;12;16.02.2026
gespielt;5.0;Lukeba;7.1;11;16.02.2026
war angeschlagen;;Lukeba;;10;16.02.2026
gespielt;5.0;Lukeba;7.2;9;16.02.2026
gespielt;14.0;Lukeba;8.1;8;16.02.2026
gespielt;5.0;Lukeba;7.1;7;16.02.2026
gespielt;5.0;Lukeba;7.1;6;16.02.2026
gespielt;4.0;Lukeba;7.0;5;16.02.2026
gespielt;1.0;Lukeba;6.3;4;16.02.2026
gespielt;8.0;Lukeba;7.7;3;16.02.2026
gespielt;6.0;Lukeba;7.4;2;16.02.2026
gespielt;-2.0;Lukeba;5.8;1;16.02.2026
gespielt;5.0;Lund;7.1;22;16.02.2026
gespielt;4.0;Lund;7.0;21;16.02.2026
gespielt;9.0;Lund;8.0;20;16.02.2026
gespielt;2.0;Lund;6.6;19;16.02.2026
gespielt;1.0;Lund;6.4;18;16.02.2026
gespielt;2.0;Lund;6.5;17;16.02.2026
gespielt;3.0;Lund;6.8;16;16.02.2026
gespielt;3.0;Lund;6.8;15;16.02.2026
gespielt;2.0;Lund;6.5;14;16.02.2026
gespielt;0.0;Lund;;13;16.02.2026
gespielt;4.0;Lund;6.9;12;16.02.2026
gespielt;-1.0;Lund;6.0;11;16.02.2026
gespielt;0.0;Lund;6.1;10;16.02.2026
gespielt;5.0;Lund;7.1;9;16.02.2026
gespielt;4.0;Lund;6.9;8;16.02.2026
gespielt;1.0;Lund;6.4;7;16.02.2026
gespielt;2.0;Lund;6.6;6;16.02.2026
gespielt;1.0;Lund;6.3;5;16.02.2026
nicht eingesetzt;;Lund;;4;16.02.2026
gespielt;2.0;Lund;6.6;3;16.02.2026
gespielt;5.0;Lund;7.2;2;16.02.2026
gespielt;3.0;Lund;6.7;1;16.02.2026
gespielt;-1.0;Lynen;5.9;22;16.02.2026
gespielt;3.0;Lynen;6.8;21;16.02.2026
gespielt;3.0;Lynen;6.7;20;16.02.2026
gespielt;6.0;Lynen;7.3;16;16.02.2026
gespielt;6.0;Lynen;7.4;19;16.02.2026
gespielt;3.0;Lynen;6.7;18;16.02.2026
gespielt;1.0;Lynen;6.4;17;16.02.2026
gespielt;6.0;Lynen;7.4;15;16.02.2026
gespielt;2.0;Lynen;6.6;14;16.02.2026
gespielt;0.0;Lynen;6.2;13;16.02.2026
gespielt;3.0;Lynen;6.8;12;16.02.2026
gespielt;3.0;Lynen;6.8;11;16.02.2026
gespielt;5.0;Lynen;7.1;10;16.02.2026
gespielt;5.0;Lynen;7.2;9;16.02.2026
gespielt;3.0;Lynen;6.8;8;16.02.2026
nicht eingesetzt;;Lynen;;7;16.02.2026
gespielt;4.0;Lynen;7.0;6;16.02.2026
gespielt;2.0;Lynen;6.5;5;16.02.2026
gespielt;3.0;Lynen;6.8;4;16.02.2026
gespielt;4.0;Lynen;7.0;3;16.02.2026
gespielt;2.0;Lynen;6.6;2;16.02.2026
gespielt;1.0;Lynen;6.3;1;16.02.2026
gespielt;4.0;M. Eggestein;7.0;22;16.02.2026
gespielt;6.0;M. Eggestein;7.3;21;16.02.2026
gespielt;4.0;M. Eggestein;7.0;20;16.02.2026
gespielt;3.0;M. Eggestein;6.7;19;16.02.2026
gespielt;5.0;M. Eggestein;7.1;18;16.02.2026
gespielt;4.0;M. Eggestein;6.9;17;16.02.2026
gespielt;4.0;M. Eggestein;6.9;16;16.02.2026
gespielt;3.0;M. Eggestein;6.7;15;16.02.2026
gespielt;4.0;M. Eggestein;6.9;14;16.02.2026
gespielt;3.0;M. Eggestein;6.8;13;16.02.2026
gespielt;6.0;M. Eggestein;7.3;12;16.02.2026
gespielt;1.0;M. Eggestein;6.3;11;16.02.2026
gespielt;9.0;M. Eggestein;7.1;10;16.02.2026
gespielt;6.0;M. Eggestein;7.3;9;16.02.2026
gespielt;3.0;M. Eggestein;6.7;8;16.02.2026
gespielt;4.0;M. Eggestein;6.9;7;16.02.2026
gespielt;5.0;M. Eggestein;7.2;6;16.02.2026
gespielt;4.0;M. Eggestein;7.0;5;16.02.2026
gespielt;5.0;M. Eggestein;7.1;4;16.02.2026
gespielt;1.0;M. Eggestein;6.4;3;16.02.2026
gespielt;9.0;M. Eggestein;7.2;2;16.02.2026
gespielt;4.0;M. Eggestein;7.0;1;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;22;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;21;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;20;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;19;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;18;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;17;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;16;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;15;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;14;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;13;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;12;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;11;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;10;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;9;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;8;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;7;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;6;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;5;16.02.2026
wurde nicht berücksichtigt;;M. El Mala;;4;16.02.2026
