Status;Punkte;Spieler;Note;Spieltag;Datum
gespielt;10.0;Brandt;7.3;15;16.02.2026
war verletzt;;Brandt;;14;16.02.2026
gespielt;10.0;Brandt;7.4;13;16.02.2026
gespielt;4.0;Brandt;6.9;12;16.02.2026
gespielt;4.0;Brandt;7.0;11;16.02.2026
nicht eingesetzt;;Brandt;;10;16.02.2026
gespielt;3.0;Brandt;6.7;9;16.02.2026
gespielt;3.0;Brandt;6.8;8;16.02.2026
gespielt;10.0;Brandt;7.4;7;16.02.2026
gespielt;2.0;Brandt;6.5;6;16.02.2026
gespielt;4.0;Brandt;7.0;5;16.02.2026
gespielt;1.0;Brandt;6.4;4;16.02.2026
war im Aufbautraining;;Brandt;;3;16.02.2026
gespielt;5.0;Brandt;7.2;2;16.02.2026
gespielt;10.0;Brandt;7.3;1;16.02.2026
nicht eingesetzt;;Bredlow;;22;16.02.2026
nicht eingesetzt;;Bredlow;;21;16.02.2026
nicht eingesetzt;;Bredlow;;20;16.02.2026
nicht eingesetzt;;Bredlow;;19;16.02.2026
nicht eingesetzt;;Bredlow;;18;16.02.2026
nicht eingesetzt;;Bredlow;;17;16.02.2026
nicht eingesetzt;;Bredlow;;16;16.02.2026
nicht eingesetzt;;Bredlow;;15;16.02.2026
nicht eingesetzt;;Bredlow;;14;16.02.2026
nicht eingesetzt;;Bredlow;;13;16.02.2026
nicht eingesetzt;;Bredlow;;12;16.02.2026
nicht eingesetzt;;Bredlow;;11;16.02.2026
nicht eingesetzt;;Bredlow;;10;16.02.2026
nicht eingesetzt;;Bredlow;;9;16.02.2026
nicht eingesetzt;;Bredlow;;8;16.02.2026
nicht eingesetzt;;Bredlow;;7;16.02.2026
nicht eingesetzt;;Bredlow;;6;16.02.2026
nicht eingesetzt;;Bredlow;;5;16.02.2026
war angeschlagen;;Bredlow;;4;16.02.2026
war verletzt;;Bredlow;;3;16.02.2026
nicht eingesetzt;;Bredlow;;2;16.02.2026
nicht eingesetzt;;Bredlow;;1;16.02.2026
gespielt;11.0;Brown;7.4;22;16.02.2026
gespielt;12.0;Brown;7.5;21;16.02.2026
gespielt;2.0;Brown;6.5;20;16.02.2026
gespielt;5.0;Brown;7.2;19;16.02.2026
gespielt;5.0;Brown;7.1;18;16.02.2026
war verletzt;;Brown;;17;16.02.2026
gespielt;2.0;Brown;6.6;16;16.02.2026
gespielt;9.0;Brown;8.1;15;16.02.2026
gespielt;3.0;Brown;6.7;14;16.02.2026
gespielt;0.0;Brown;6.2;13;16.02.2026
gespielt;1.0;Brown;6.3;12;16.02.2026
gespielt;2.0;Brown;6.5;11;16.02.2026
gespielt;6.0;Brown;7.3;10;16.02.2026
gespielt;5.0;Brown;7.1;9;16.02.2026
gespielt;2.0;Brown;6.6;8;16.02.2026
gespielt;3.0;Brown;6.8;7;16.02.2026
gespielt;2.0;Brown;6.5;6;16.02.2026
gespielt;7.0;Brown;7.5;5;16.02.2026
gespielt;13.0;Brown;7.7;4;16.02.2026
gespielt;-3.0;Brown;5.6;3;16.02.2026
gespielt;1.0;Brown;6.3;2;16.02.2026
gespielt;2.0;Brown;6.5;1;16.02.2026
gespielt;3.0;Bülter;6.8;22;16.02.2026
gespielt;2.0;Bülter;6.6;21;16.02.2026
gespielt;4.0;Bülter;6.9;20;16.02.2026
gespielt;3.0;Bülter;6.8;19;16.02.2026
gespielt;5.0;Bülter;7.2;18;16.02.2026
gespielt;1.0;Bülter;6.4;17;16.02.2026
gespielt;4.0;Bülter;6.9;16;16.02.2026
gespielt;3.0;Bülter;6.8;15;16.02.2026
gespielt;2.0;Bülter;6.5;14;16.02.2026
gespielt;4.0;Bülter;6.9;13;16.02.2026
gespielt;2.0;Bülter;6.5;12;16.02.2026
gespielt;10.0;Bülter;7.5;11;16.02.2026
gespielt;6.0;Bülter;7.3;10;16.02.2026
gespielt;1.0;Bülter;6.4;9;16.02.2026
gespielt;4.0;Bülter;7.0;8;16.02.2026
gespielt;4.0;Bülter;7.0;7;16.02.2026
wurde nicht berücksichtigt;;Bülter;;6;16.02.2026
war verletzt;;Bülter;;5;16.02.2026
gespielt;2.0;Bülter;6.6;4;16.02.2026
gespielt;3.0;Bülter;6.7;3;16.02.2026
gespielt;14.0;Bülter;8.8;2;16.02.2026
gespielt;11.0;Bülter;7.8;1;16.02.2026
gespielt;4.0;Burcu;6.9;22;16.02.2026
gespielt;3.0;Burcu;6.8;21;16.02.2026
gespielt;1.0;Burcu;6.4;20;16.02.2026
gespielt;2.0;Burcu;6.5;19;16.02.2026
gespielt;1.0;Burcu;6.4;18;16.02.2026
gespielt;2.0;Burcu;6.6;17;16.02.2026
gespielt;3.0;Burcu;6.7;16;16.02.2026
gespielt;1.0;Burcu;6.4;15;16.02.2026
nicht eingesetzt;;Burcu;;14;16.02.2026
gespielt;3.0;Burcu;6.7;13;16.02.2026
nicht eingesetzt;;Burcu;;12;16.02.2026
nicht eingesetzt;;Burcu;;11;16.02.2026
war angeschlagen;;Burcu;;10;16.02.2026
war angeschlagen;;Burcu;;9;16.02.2026
war angeschlagen;;Burcu;;8;16.02.2026
war im Aufbautraining;;Burcu;;7;16.02.2026
war im Aufbautraining;;Burcu;;6;16.02.2026
war im Aufbautraining;;Burcu;;5;16.02.2026
war im Aufbautraining;;Burcu;;4;16.02.2026
war im Aufbautraining;;Burcu;;3;16.02.2026
war im Aufbautraining;;Burcu;;2;16.02.2026
war im Aufbautraining;;Burcu;;1;16.02.2026
gespielt;9.0;Burger;8.0;22;16.02.2026
war Rot gesperrt;;Burger;;21;16.02.2026
war Rot gesperrt;;Burger;;20;16.02.2026
gespielt;-3.0;Burger;6.3;16;16.02.2026
gespielt;9.0;Burger;8.0;19;16.02.2026
gespielt;14.0;Burger;8.4;18;16.02.2026
gespielt;9.0;Burger;8.2;17;16.02.2026
gespielt;1.0;Burger;6.3;15;16.02.2026
gespielt;4.0;Burger;7.0;14;16.02.2026
gespielt;6.0;Burger;7.4;13;16.02.2026
gespielt;14.0;Burger;8.6;12;16.02.2026
gespielt;3.0;Burger;6.8;11;16.02.2026
gespielt;8.0;Burger;7.8;10;16.02.2026
gespielt;18.0;Burger;8.6;9;16.02.2026
gespielt;3.0;Burger;6.7;8;16.02.2026
gespielt;6.0;Burger;7.4;7;16.02.2026
gespielt;1.0;Burger;6.4;6;16.02.2026
gespielt;4.0;Burger;7.0;5;16.02.2026
gespielt;2.0;Burger;6.5;4;16.02.2026
gespielt;1.0;Burger;6.4;3;16.02.2026
war angeschlagen;;Burger;;2;16.02.2026
gespielt;2.0;Burger;6.6;1;16.02.2026
war im Aufbautraining;;Burkardt;;22;16.02.2026
war angeschlagen;;Burkardt;;21;16.02.2026
war im Aufbautraining;;Burkardt;;20;16.02.2026
war im Aufbautraining;;Burkardt;;19;16.02.2026
war im Aufbautraining;;Burkardt;;18;16.02.2026
war im Aufbautraining;;Burkardt;;17;16.02.2026
war im Aufbautraining;;Burkardt;;16;16.02.2026
war im Aufbautraining;;Burkardt;;15;16.02.2026
war im Aufbautraining;;Burkardt;;14;16.02.2026
war verletzt;;Burkardt;;13;16.02.2026
war verletzt;;Burkardt;;12;16.02.2026
gespielt;17.0;Burkardt;8.8;11;16.02.2026
gespielt;2.0;Burkardt;6.5;10;16.02.2026
gespielt;4.0;Burkardt;6.9;9;16.02.2026
gespielt;16.0;Burkardt;8.6;8;16.02.2026
gespielt;16.0;Burkardt;8.6;7;16.02.2026
gespielt;2.0;Burkardt;6.5;6;16.02.2026
gespielt;7.0;Burkardt;7.0;5;16.02.2026
gespielt;9.0;Burkardt;7.3;4;16.02.2026
gespielt;0.0;Burkardt;6.2;3;16.02.2026
nicht eingesetzt;;Burkardt;;2;16.02.2026
gespielt;0.0;Burkardt;6.1;1;16.02.2026
gespielt;5.0;Burke;7.1;22;16.02.2026
nicht eingesetzt;;Burke;;21;16.02.2026
gespielt;1.0;Burke;6.4;20;16.02.2026
gespielt;2.0;Burke;6.5;19;16.02.2026
gespielt;0.0;Burke;;18;16.02.2026
gespielt;6.0;Burke;7.3;17;16.02.2026
gespielt;0.0;Burke;6.1;16;16.02.2026
gespielt;1.0;Burke;6.4;15;16.02.2026
gespielt;9.0;Burke;7.4;14;16.02.2026
gespielt;2.0;Burke;6.6;13;16.02.2026
gespielt;2.0;Burke;6.5;12;16.02.2026
gespielt;0.0;Burke;6.2;11;16.02.2026
gespielt;1.0;Burke;6.4;10;16.02.2026
gespielt;0.0;Burke;;9;16.02.2026
gespielt;4.0;Burke;7.0;8;16.02.2026
nicht eingesetzt;;Burke;;7;16.02.2026
gespielt;2.0;Burke;6.5;6;16.02.2026
gespielt;1.0;Burke;6.4;5;16.02.2026
gespielt;21.0;Burke;9.2;4;16.02.2026
gespielt;3.0;Burke;6.8;3;16.02.2026
gespielt;1.0;Burke;6.3;2;16.02.2026
gespielt;1.0;Burke;6.3;1;16.02.2026
gespielt;3.0;Busch;6.7;22;16.02.2026
gespielt;5.0;Busch;7.1;21;16.02.2026
gespielt;2.0;Busch;6.6;20;16.02.2026
nicht eingesetzt;;Busch;;19;16.02.2026
gespielt;4.0;Busch;7.0;18;16.02.2026
nicht eingesetzt;;Busch;;17;16.02.2026
gespielt;2.0;Busch;6.5;16;16.02.2026
gespielt;3.0;Busch;6.7;15;16.02.2026
gespielt;5.0;Busch;7.1;14;16.02.2026
gespielt;7.0;Busch;7.5;13;16.02.2026
gespielt;4.0;Busch;6.9;12;16.02.2026
gespielt;1.0;Busch;6.3;11;16.02.2026
gespielt;1.0;Busch;6.3;10;16.02.2026
gespielt;3.0;Busch;6.7;9;16.02.2026
gespielt;3.0;Busch;6.7;8;16.02.2026
gespielt;4.0;Busch;7.0;7;16.02.2026
gespielt;4.0;Busch;6.9;6;16.02.2026
gespielt;1.0;Busch;6.4;5;16.02.2026
gespielt;3.0;Busch;6.7;4;16.02.2026
gespielt;2.0;Busch;6.6;3;16.02.2026
gespielt;1.0;Busch;6.4;2;16.02.2026
gespielt;3.0;Busch;6.7;1;16.02.2026
gespielt;4.0;C. Conteh;7.0;22;16.02.2026
nicht eingesetzt;;C. Conteh;;21;16.02.2026
war im Aufbautraining;;C. Conteh;;20;16.02.2026
war im Aufbautraining;;C. Conteh;;19;16.02.2026
war im Aufbautraining;;C. Conteh;;18;16.02.2026
nicht eingesetzt;;C. Conteh;;17;16.02.2026
nicht eingesetzt;;C. Conteh;;16;16.02.2026
nicht eingesetzt;;C. Conteh;;15;16.02.2026
nicht eingesetzt;;C. Conteh;;14;16.02.2026
nicht eingesetzt;;C. Conteh;;13;16.02.2026
nicht eingesetzt;;C. Conteh;;12;16.02.2026
nicht eingesetzt;;C. Conteh;;11;16.02.2026
nicht eingesetzt;;C. Conteh;;10;16.02.2026
nicht eingesetzt;;C. Conteh;;9;16.02.2026
nicht eingesetzt;;C. Conteh;;8;16.02.2026
nicht eingesetzt;;C. Conteh;;7;16.02.2026
nicht eingesetzt;;C. Conteh;;6;16.02.2026
nicht eingesetzt;;C. Conteh;;5;16.02.2026
nicht eingesetzt;;C. Conteh;;4;16.02.2026
nicht eingesetzt;;C. Conteh;;3;16.02.2026
nicht eingesetzt;;C. Conteh;;2;16.02.2026
nicht eingesetzt;;C. Conteh;;1;16.02.2026
war im Aufbautraining;;Caci;;22;16.02.2026
war im Aufbautraining;;Caci;;21;16.02.2026
war im Aufbautraining;;Caci;;20;16.02.2026
war im Aufbautraining;;Caci;;19;16.02.2026
war im Aufbautraining;;Caci;;18;16.02.2026
war im Aufbautraining;;Caci;;17;16.02.2026
war im Aufbautraining;;Caci;;16;16.02.2026
war im Aufbautraining;;Caci;;15;16.02.2026
war im Aufbautraining;;Caci;;14;16.02.2026
war im Aufbautraining;;Caci;;13;16.02.2026
war im Aufbautraining;;Caci;;12;16.02.2026
war im Aufbautraining;;Caci;;11;16.02.2026
war im Aufbautraining;;Caci;;10;16.02.2026
war im Aufbautraining;;Caci;;9;16.02.2026
war im Aufbautraining;;Caci;;8;16.02.2026
war im Aufbautraining;;Caci;;7;16.02.2026
war verletzt;;Caci;;6;16.02.2026
war verletzt;;Caci;;5;16.02.2026
gespielt;6.0;Caci;7.3;4;16.02.2026
gespielt;5.0;Caci;7.2;3;16.02.2026
gespielt;5.0;Caci;7.1;2;16.02.2026
gespielt;4.0;Caci;6.9;1;16.02.2026
war im Aufbautraining;;Campbell;;22;16.02.2026
war im Aufbautraining;;Campbell;;21;16.02.2026
war im Aufbautraining;;Campbell;;20;16.02.2026
war im Aufbautraining;;Campbell;;16;16.02.2026
war im Aufbautraining;;Campbell;;19;16.02.2026
war angeschlagen;;Campbell;;18;16.02.2026
war verletzt;;Campbell;;17;16.02.2026
nicht eingesetzt;;Campbell;;15;16.02.2026
nicht eingesetzt;;Campbell;;14;16.02.2026
nicht eingesetzt;;Campbell;;13;16.02.2026
nicht eingesetzt;;Campbell;;12;16.02.2026
nicht eingesetzt;;Campbell;;11;16.02.2026
nicht eingesetzt;;Campbell;;10;16.02.2026
nicht eingesetzt;;Campbell;;9;16.02.2026
nicht eingesetzt;;Campbell;;8;16.02.2026
war auf Länderspielreise;;Campbell;;7;16.02.2026
war auf Länderspielreise;;Campbell;;6;16.02.2026
war auf Länderspielreise;;Campbell;;5;16.02.2026
nicht eingesetzt;;Campbell;;4;16.02.2026
gespielt;2.0;Campbell;6.6;3;16.02.2026
nicht eingesetzt;;Campbell;;2;16.02.2026
nicht eingesetzt;;Campbell;;1;16.02.2026
war im Aufbautraining;;Can;;22;16.02.2026
war verletzt;;Can;;21;16.02.2026
nicht eingesetzt;;Can;;20;16.02.2026
gespielt;10.0;Can;7.5;19;16.02.2026
gespielt;8.0;Can;7.1;18;16.02.2026
gespielt;4.0;Can;7.0;17;16.02.2026
gespielt;1.0;Can;6.4;16;16.02.2026
gespielt;7.0;Can;7.6;15;16.02.2026
gespielt;3.0;Can;6.8;14;16.02.2026
nicht eingesetzt;;Can;;13;16.02.2026
nicht eingesetzt;;Can;;12;16.02.2026
gespielt;7.0;Can;6.9;11;16.02.2026
gespielt;6.0;Can;7.4;10;16.02.2026
war im Aufbautraining;;Can;;9;16.02.2026
war im Aufbautraining;;Can;;8;16.02.2026
war im Aufbautraining;;Can;;7;16.02.2026
war im Aufbautraining;;Can;;6;16.02.2026
war im Aufbautraining;;Can;;5;16.02.2026
war im Aufbautraining;;Can;;4;16.02.2026
war im Aufbautraining;;Can;;3;16.02.2026
war im Aufbautraining;;Can;;2;16.02.2026
war im Aufbautraining;;Can;;1;16.02.2026
gespielt;10.0;Capaldo;7.3;22;16.02.2026
war Gelb gesperrt;;Capaldo;;21;16.02.2026
gespielt;5.0;Capaldo;7.1;20;16.02.2026
gespielt;6.0;Capaldo;7.4;19;16.02.2026
gespielt;5.0;Capaldo;7.1;18;16.02.2026
gespielt;5.0;Capaldo;7.2;16;16.02.2026
gespielt;4.0;Capaldo;6.9;15;16.02.2026
gespielt;0.0;Capaldo;6.1;14;16.02.2026
gespielt;3.0;Capaldo;6.7;13;16.02.2026
gespielt;3.0;Capaldo;6.7;12;16.02.2026
gespielt;5.0;Capaldo;7.1;11;16.02.2026
gespielt;6.0;Capaldo;7.3;10;16.02.2026
nicht eingesetzt;;Capaldo;;9;16.02.2026
gespielt;2.0;Capaldo;6.6;8;16.02.2026
gespielt;3.0;Capaldo;6.8;7;16.02.2026
gespielt;7.0;Capaldo;7.6;6;16.02.2026
gespielt;2.0;Capaldo;6.6;5;16.02.2026
nicht eingesetzt;;Capaldo;;4;16.02.2026
gespielt;1.0;Capaldo;6.3;3;16.02.2026
gespielt;2.0;Capaldo;6.6;2;16.02.2026
gespielt;3.0;Capaldo;6.7;1;16.02.2026
war verletzt;;Castro-Montes;;22;16.02.2026
war verletzt;;Castro-Montes;;21;16.02.2026
gespielt;4.0;Castro-Montes;6.9;20;16.02.2026
gespielt;6.0;Castro-Montes;7.3;19;16.02.2026
gespielt;9.0;Castro-Montes;8.0;18;16.02.2026
nicht eingesetzt;;Castro-Montes;;17;16.02.2026
gespielt;9.0;Castro-Montes;8.1;16;16.02.2026
nicht eingesetzt;;Castro-Montes;;15;16.02.2026
nicht eingesetzt;;Castro-Montes;;14;16.02.2026
nicht eingesetzt;;Castro-Montes;;13;16.02.2026
gespielt;2.0;Castro-Montes;6.5;12;16.02.2026
gespielt;2.0;Castro-Montes;6.6;11;16.02.2026
gespielt;3.0;Castro-Montes;6.7;10;16.02.2026
nicht eingesetzt;;Castro-Montes;;9;16.02.2026
nicht eingesetzt;;Castro-Montes;;8;16.02.2026
nicht eingesetzt;;Castro-Montes;;7;16.02.2026
nicht eingesetzt;;Castro-Montes;;6;16.02.2026
nicht eingesetzt;;Castro-Montes;;5;16.02.2026
nicht eingesetzt;;Castro-Montes;;4;16.02.2026
gespielt;0.0;Castro-Montes;6.2;3;16.02.2026
nicht eingesetzt;;Castro-Montes;;2;16.02.2026
nicht eingesetzt;;Castro-Montes;;1;16.02.2026
gespielt;2.0;Castrop;6.6;22;16.02.2026
gespielt;4.0;Castrop;7.0;21;16.02.2026
gespielt;1.0;Castrop;6.3;20;16.02.2026
nicht eingesetzt;;Castrop;;19;16.02.2026
gespielt;2.0;Castrop;6.6;18;16.02.2026
gespielt;0.0;Castrop;6.2;17;16.02.2026
gespielt;1.0;Castrop;6.3;16;16.02.2026
war verletzt;;Castrop;;15;16.02.2026
gespielt;-1.0;Castrop;5.9;14;16.02.2026
gespielt;4.0;Castrop;7.0;13;16.02.2026
gespielt;3.0;Castrop;6.7;12;16.02.2026
gespielt;5.0;Castrop;7.2;11;16.02.2026
war Rot gesperrt;;Castrop;;10;16.02.2026
war Rot gesperrt;;Castrop;;9;16.02.2026
gespielt;-12.0;Castrop;4.3;8;16.02.2026
gespielt;3.0;Castrop;6.7;7;16.02.2026
gespielt;5.0;Castrop;7.1;6;16.02.2026
gespielt;12.0;Castrop;7.7;5;16.02.2026
gespielt;4.0;Castrop;6.9;4;16.02.2026
nicht eingesetzt;;Castrop;;3;16.02.2026
gespielt;1.0;Castrop;6.4;2;16.02.2026
gespielt;2.0;Castrop;6.6;1;16.02.2026
nicht eingesetzt;;Ćatović;;22;16.02.2026
nicht eingesetzt;;Ćatović;;21;16.02.2026
nicht eingesetzt;;Ćatović;;20;16.02.2026
nicht eingesetzt;;Ćatović;;19;16.02.2026
nicht eingesetzt;;Ćatović;;18;16.02.2026
nicht eingesetzt;;Ćatović;;17;16.02.2026
nicht eingesetzt;;Ćatović;;16;16.02.2026
nicht eingesetzt;;Ćatović;;15;16.02.2026
nicht eingesetzt;;Ćatović;;14;16.02.2026
nicht eingesetzt;;Ćatović;;13;16.02.2026
nicht eingesetzt;;Ćatović;;12;16.02.2026
nicht eingesetzt;;Ćatović;;11;16.02.2026
nicht eingesetzt;;Ćatović;;10;16.02.2026
nicht eingesetzt;;Ćatović;;9;16.02.2026
nicht eingesetzt;;Ćatović;;8;16.02.2026
nicht eingesetzt;;Ćatović;;7;16.02.2026
nicht eingesetzt;;Ćatović;;6;16.02.2026
nicht eingesetzt;;Ćatović;;5;16.02.2026
nicht eingesetzt;;Ćatović;;4;16.02.2026
nicht eingesetzt;;Ćatović;;3;16.02.2026
nicht eingesetzt;;Ćatović;;2;16.02.2026
nicht eingesetzt;;Ćatović;;1;16.02.2026
gespielt;2.0;Ceesay;6.6;22;16.02.2026
nicht eingesetzt;;Ceesay;;21;16.02.2026
gespielt;3.0;Ceesay;6.7;20;16.02.2026
gespielt;0.0;Ceesay;;16;16.02.2026
nicht eingesetzt;;Ceesay;;19;16.02.2026
nicht eingesetzt;;Ceesay;;18;16.02.2026
gespielt;0.0;Ceesay;;17;16.02.2026
nicht eingesetzt;;Ceesay;;15;16.02.2026
nicht eingesetzt;;Ceesay;;14;16.02.2026
gespielt;1.0;Ceesay;6.3;13;16.02.2026
gespielt;1.0;Ceesay;6.4;12;16.02.2026
gespielt;2.0;Ceesay;6.5;11;16.02.2026
gespielt;2.0;Ceesay;6.5;10;16.02.2026
gespielt;0.0;Ceesay;6.1;9;16.02.2026
gespielt;2.0;Ceesay;6.5;8;16.02.2026
gespielt;2.0;Ceesay;6.5;7;16.02.2026
gespielt;3.0;Ceesay;6.7;6;16.02.2026
gespielt;1.0;Ceesay;6.4;5;16.02.2026
war im Aufbautraining;;Ceesay;;4;16.02.2026
war im Aufbautraining;;Ceesay;;3;16.02.2026
war verletzt;;Ceesay;;2;16.02.2026
gespielt;3.0;Ceesay;6.7;1;16.02.2026
gespielt;3.0;Chabot;6.7;22;16.02.2026
nicht eingesetzt;;Chabot;;21;16.02.2026
gespielt;7.0;Chabot;7.5;20;16.02.2026
gespielt;8.0;Chabot;7.9;19;16.02.2026
gespielt;6.0;Chabot;7.4;18;16.02.2026
gespielt;0.0;Chabot;6.2;17;16.02.2026
gespielt;2.0;Chabot;6.5;16;16.02.2026
gespielt;6.0;Chabot;7.4;15;16.02.2026
gespielt;5.0;Chabot;7.1;14;16.02.2026
nicht eingesetzt;;Chabot;;13;16.02.2026
gespielt;2.0;Chabot;6.6;12;16.02.2026
gespielt;4.0;Chabot;6.9;11;16.02.2026
nicht eingesetzt;;Chabot;;10;16.02.2026
gespielt;1.0;Chabot;6.4;9;16.02.2026
gespielt;4.0;Chabot;6.9;8;16.02.2026
gespielt;6.0;Chabot;7.4;7;16.02.2026
gespielt;10.0;Chabot;8.4;6;16.02.2026
gespielt;2.0;Chabot;6.6;5;16.02.2026
gespielt;8.0;Chabot;7.7;4;16.02.2026
gespielt;5.0;Chabot;7.2;3;16.02.2026
war im Aufbautraining;;Chabot;;2;16.02.2026
gespielt;5.0;Chabot;7.2;1;16.02.2026
war verletzt;;Chaïbi;;22;16.02.2026
gespielt;3.0;Chaïbi;6.8;21;16.02.2026
nicht eingesetzt;;Chaïbi;;20;16.02.2026
gespielt;2.0;Chaïbi;6.5;19;16.02.2026
gespielt;5.0;Chaïbi;7.2;18;16.02.2026
war im Aufbautraining;;Chaïbi;;17;16.02.2026
war auf Länderspielreise;;Chaïbi;;16;16.02.2026
war auf Länderspielreise;;Chaïbi;;15;16.02.2026
gespielt;1.0;Chaïbi;6.3;14;16.02.2026
gespielt;1.0;Chaïbi;6.4;13;16.02.2026
gespielt;2.0;Chaïbi;6.6;12;16.02.2026
gespielt;4.0;Chaïbi;6.9;11;16.02.2026
gespielt;1.0;Chaïbi;6.4;10;16.02.2026
nicht eingesetzt;;Chaïbi;;9;16.02.2026
gespielt;6.0;Chaïbi;7.3;8;16.02.2026
gespielt;2.0;Chaïbi;6.6;7;16.02.2026
gespielt;2.0;Chaïbi;6.5;6;16.02.2026
gespielt;15.0;Chaïbi;9.0;5;16.02.2026
gespielt;5.0;Chaïbi;7.1;4;16.02.2026
gespielt;1.0;Chaïbi;6.3;3;16.02.2026
gespielt;5.0;Chaïbi;7.2;2;16.02.2026
gespielt;8.0;Chaïbi;7.9;1;16.02.2026
nicht eingesetzt;;Chandler;;22;16.02.2026
nicht eingesetzt;;Chandler;;21;16.02.2026
nicht eingesetzt;;Chandler;;20;16.02.2026
war im Aufbautraining;;Chandler;;19;16.02.2026
war im Aufbautraining;;Chandler;;18;16.02.2026
war im Aufbautraining;;Chandler;;17;16.02.2026
war im Aufbautraining;;Chandler;;16;16.02.2026
war verletzt;;Chandler;;15;16.02.2026
nicht eingesetzt;;Chandler;;14;16.02.2026
nicht eingesetzt;;Chandler;;13;16.02.2026
nicht eingesetzt;;Chandler;;12;16.02.2026
nicht eingesetzt;;Chandler;;11;16.02.2026
nicht eingesetzt;;Chandler;;10;16.02.2026
nicht eingesetzt;;Chandler;;9;16.02.2026
nicht eingesetzt;;Chandler;;8;16.02.2026
nicht eingesetzt;;Chandler;;7;16.02.2026
nicht eingesetzt;;Chandler;;6;16.02.2026
nicht eingesetzt;;Chandler;;5;16.02.2026
nicht eingesetzt;;Chandler;;4;16.02.2026
nicht eingesetzt;;Chandler;;3;16.02.2026
nicht eingesetzt;;Chandler;;2;16.02.2026
nicht eingesetzt;;Chandler;;1;16.02.2026
nicht eingesetzt;;Chaves;;22;16.02.2026
gespielt;2.0;Chaves;6.6;21;16.02.2026
gespielt;6.0;Chaves;7.3;20;16.02.2026
gespielt;13.0;Chaves;7.7;19;16.02.2026
nicht eingesetzt;;Chaves;;18;16.02.2026
nicht eingesetzt;;Chaves;;17;16.02.2026
nicht eingesetzt;;Chaves;;16;16.02.2026
nicht eingesetzt;;Chaves;;15;16.02.2026
nicht eingesetzt;;Chaves;;14;16.02.2026
nicht eingesetzt;;Chaves;;13;16.02.2026
nicht eingesetzt;;Chaves;;12;16.02.2026
nicht eingesetzt;;Chaves;;11;16.02.2026
nicht eingesetzt;;Chaves;;10;16.02.2026
war angeschlagen;;Chaves;;9;16.02.2026
war verletzt;;Chaves;;8;16.02.2026
nicht eingesetzt;;Chaves;;7;16.02.2026
nicht eingesetzt;;Chaves;;6;16.02.2026
gespielt;3.0;Chaves;6.7;5;16.02.2026
nicht eingesetzt;;Chaves;;4;16.02.2026
gespielt;4.0;Chaves;6.9;3;16.02.2026
gespielt;1.0;Chaves;6.4;2;16.02.2026
gespielt;1.0;Chaves;6.4;1;16.02.2026
nicht eingesetzt;;Chávez;;22;16.02.2026
gespielt;2.0;Chávez;6.5;21;16.02.2026
nicht eingesetzt;;Chávez;;20;16.02.2026
gespielt;2.0;Chávez;6.5;19;16.02.2026
nicht eingesetzt;;Chávez;;18;16.02.2026
nicht eingesetzt;;Chávez;;17;16.02.2026
gespielt;3.0;Chávez;6.7;16;16.02.2026
nicht eingesetzt;;Chávez;;15;16.02.2026
nicht eingesetzt;;Chávez;;14;16.02.2026
nicht eingesetzt;;Chávez;;13;16.02.2026
nicht eingesetzt;;Chávez;;12;16.02.2026
nicht eingesetzt;;Chávez;;11;16.02.2026
nicht eingesetzt;;Chávez;;10;16.02.2026
nicht eingesetzt;;Chávez;;9;16.02.2026
nicht eingesetzt;;Chávez;;8;16.02.2026
nicht eingesetzt;;Chávez;;7;16.02.2026
nicht eingesetzt;;Chávez;;6;16.02.2026
nicht eingesetzt;;Chávez;;5;16.02.2026
nicht eingesetzt;;Chávez;;4;16.02.2026
nicht eingesetzt;;Chávez;;3;16.02.2026
nicht eingesetzt;;Chávez;;2;16.02.2026
nicht eingesetzt;;Chávez;;1;16.02.2026
gespielt;3.0;Chema Andrés;6.8;22;16.02.2026
gespielt;3.0;Chema Andrés;6.7;21;16.02.2026
gespielt;2.0;Chema Andrés;6.6;20;16.02.2026
gespielt;2.0;Chema Andrés;6.5;19;16.02.2026
gespielt;0.0;Chema Andrés;;18;16.02.2026
nicht eingesetzt;;Chema Andrés;;17;16.02.2026
gespielt;0.0;Chema Andrés;;16;16.02.2026
nicht eingesetzt;;Chema Andrés;;15;16.02.2026
nicht eingesetzt;;Chema Andrés;;14;16.02.2026
gespielt;4.0;Chema Andrés;6.9;13;16.02.2026
gespielt;5.0;Chema Andrés;7.1;12;16.02.2026
gespielt;3.0;Chema Andrés;6.8;11;16.02.2026
gespielt;0.0;Chema Andrés;;10;16.02.2026
nicht eingesetzt;;Chema Andrés;;9;16.02.2026
gespielt;3.0;Chema Andrés;6.7;8;16.02.2026
gespielt;7.0;Chema Andrés;7.5;7;16.02.2026
gespielt;6.0;Chema Andrés;7.3;6;16.02.2026
nicht eingesetzt;;Chema Andrés;;5;16.02.2026
gespielt;7.0;Chema Andrés;7.6;4;16.02.2026
gespielt;0.0;Chema Andrés;6.2;3;16.02.2026
gespielt;10.0;Chema Andrés;7.3;2;16.02.2026
nicht eingesetzt;;Chema Andrés;;1;16.02.2026
nicht eingesetzt;;Chiarodia;;22;16.02.2026
gespielt;0.0;Chiarodia;;21;16.02.2026
gespielt;3.0;Chiarodia;6.7;20;16.02.2026
