Spieler;Marktwert;Besitzer;TM_Stand
Vidić;180.000;Thomas;19.08.2025
Skov Olsen;3.110.000;Dominik;19.08.2025
Ogbus;200.000;Dominik;19.08.2025
N. Banks;1.150.000;Dominik;19.08.2025
Sieb;1.900.000;Dominik;19.08.2025
Scienza;4.100.000;Dominik;19.08.2025
Mets;390.000;Dominik;19.08.2025
Malatini;430.000;Dominik;19.08.2025
Mæhle;2.980.000;Dominik;19.08.2025
Ullrich;1.600.000;Dominik;19.08.2025
Zesiger;1.700.000;Dominik;19.08.2025
Topp;2.550.000;Dominik;19.08.2025
Chabot;4.450.000;Dominik;19.08.2025
D. Nemeth;1.830.000;Dominik;19.08.2025
Drljača;170.000;Dominik;19.08.2025
Netz;1.400.000;Dominik;19.08.2025
N. Schlotterbeck;3.860.000;Dominik;19.08.2025
Ritzka;340.000;Dominik;19.08.2025
Haberer;1.440.000;Dominik;19.08.2025
Groß;6.490.000;Dominik;19.08.2025
Neuer;2.240.000;Dominik;19.08.2025
Muheim;3.070.000;Nico;19.08.2025
Wahi;3.280.000;Nico;19.08.2025
Olise;17.520.000;Nico;19.08.2025
Saliakas;2.430.000;Nico;19.08.2025
Remberg;3.140.000;Christoph;19.08.2025
Götze;3.700.000;Christoph;19.08.2025
Torunarigha;2.530.000;Andreas;19.08.2025
Tiago Tomás;5.100.000;Andreas;19.08.2025
Doekhi;3.270.000;Nico;19.08.2025
Knauff;4.800.000;Nico;19.08.2025
Höler;4.160.000;Nico;19.08.2025
Hendriks;810.000;Nico;19.08.2025
Schäfer;1.770.000;Nico;19.08.2025
Zentner;3.270.000;Nico;19.08.2025
Kampl;1.060.000;Computer;19.08.2025
Hountondji;2.570.000;Computer;19.08.2025
Baldé;340.000;Computer;19.08.2025
Angély;170.000;Computer;19.08.2025
Kerber;570.000;Computer;19.08.2025
Openda;11.250.000;Computer;19.08.2025
Král;740.000;Computer;19.08.2025
Adli;3.190.000;Computer;19.08.2025
Rexhbeçaj;1.500.000;Computer;19.08.2025
Baumgartner;2.700.000;Alfons;19.08.2025
Giannoulis;3.190.000;Alfons;19.08.2025
Ginter;4.870.000;Alfons;19.08.2025
M. Eggestein;4.170.000;Thomas;19.08.2025
Laimer;5.130.000;Thomas;19.08.2025
Grimaldo;9.080.000;Thomas;19.08.2025
Čović;1.590.000;Thomas;19.08.2025
Ostrzinski;160.000;Thomas;19.08.2025
Nusa;6.430.000;Thomas;19.08.2025
Ceesay;360.000;Thomas;19.08.2025
Gregoritsch;1.860.000;Nico;19.08.2025
T. Philipp;160.000;Computer;19.08.2025
Leweling;5.800.000;Computer;19.08.2025
Doumbia;180.000;Computer;19.08.2025
Hefti;200.000;Computer;19.08.2025
Finkgräfe;990.000;Computer;19.08.2025
Palacios;4.730.000;Computer;19.08.2025
Dong;290.000;Computer;19.08.2025
Amoura;7.890.000;Computer;19.08.2025
Buta;650.000;Computer;19.08.2025
Wimmer;4.590.000;Computer;19.08.2025
Kohr;3.770.000;Computer;19.08.2025
Gulácsi;3.100.000;Alfons;19.08.2025
Schlager;4.620.000;Alfons;19.08.2025
Tietz;4.960.000;Alfons;19.08.2025
Undav;9.570.000;Alfons;19.08.2025
Vasilj;3.100.000;Alfons;19.08.2025
Raab;280.000;Alfons;19.08.2025
Kristensen;6.160.000;Alfons;19.08.2025
Querfeld;3.370.000;Alfons;19.08.2025
Deman;620.000;Alfons;19.08.2025
Pedersen;210.000;Alfons;19.08.2025
Mané;1.630.000;Alfons;19.08.2025
Coulibaly;340.000;Alfons;19.08.2025
Höfler;730.000;Alfons;19.08.2025
Martel;3.960.000;Alfons;19.08.2025
Dinkçi;3.740.000;Alfons;19.08.2025
Dorsch;2.080.000;Nico;19.08.2025
Svensson;4.910.000;Thomas;19.08.2025
Poku;7.100.000;Thomas;19.08.2025
Wahl;2.830.000;Thomas;19.08.2025
Thielmann;2.350.000;Thomas;19.08.2025
Kane;20.250.000;Thomas;19.08.2025
Skov Olsen;3.130.000;Dominik;19.08.2025
Scienza;4.410.000;Dominik;19.08.2025
Mets;410.000;Dominik;19.08.2025
Malatini;440.000;Dominik;19.08.2025
Mæhle;3.130.000;Dominik;19.08.2025
Zesiger;1.710.000;Dominik;19.08.2025
Topp;2.450.000;Dominik;19.08.2025
Chabot;4.560.000;Dominik;19.08.2025
D. Nemeth;1.840.000;Dominik;19.08.2025
Drljača;160.000;Dominik;19.08.2025
Netz;1.470.000;Dominik;19.08.2025
Haberer;1.340.000;Dominik;19.08.2025
Groß;6.660.000;Dominik;19.08.2025
Neuer;2.380.000;Dominik;19.08.2025
Muheim;3.150.000;Nico;19.08.2025
Wahi;3.200.000;Nico;19.08.2025
Olise;17.590.000;Nico;19.08.2025
Saliakas;2.410.000;Nico;19.08.2025
Remberg;2.980.000;Christoph;19.08.2025
Torunarigha;2.520.000;Andreas;19.08.2025
Tiago Tomás;5.470.000;Andreas;19.08.2025
Doekhi;3.340.000;Nico;19.08.2025
Höler;4.170.000;Nico;19.08.2025
Hendriks;820.000;Nico;19.08.2025
Schäfer;1.780.000;Nico;19.08.2025
Zentner;3.410.000;Nico;19.08.2025
Kampl;980.000;Computer;19.08.2025
Hountondji;2.630.000;Computer;19.08.2025
Openda;10.370.000;Computer;19.08.2025
Král;750.000;Computer;19.08.2025
Adli;3.390.000;Computer;19.08.2025
Rexhbeçaj;1.390.000;Computer;19.08.2025
Baumgartner;2.550.000;Alfons;19.08.2025
Giannoulis;3.140.000;Alfons;19.08.2025
Ginter;5.100.000;Alfons;19.08.2025
M. Eggestein;4.060.000;Thomas;19.08.2025
Laimer;4.950.000;Thomas;19.08.2025
Grimaldo;9.350.000;Thomas;19.08.2025
Čović;1.580.000;Thomas;19.08.2025
Nusa;6.740.000;Thomas;19.08.2025
Ceesay;340.000;Thomas;19.08.2025
Gregoritsch;1.900.000;Nico;19.08.2025
;;;19.08.2025
Leweling;5.900.000;Dominik;19.08.2025
;;;19.08.2025
Mwene;2.750.000;Christoph;19.08.2025
Deman;620.000;Alfons;20.08.2025
Kristensen;6.160.000;Alfons;20.08.2025
Gulácsi;3.100.000;Alfons;20.08.2025
Kabar;420.000;Alfons;20.08.2025
Mané;1.630.000;Alfons;20.08.2025
Höfler;730.000;Alfons;20.08.2025
Raab;280.000;Alfons;20.08.2025
Coulibaly;340.000;Alfons;20.08.2025
Giannoulis;3.140.000;Alfons;20.08.2025
Ginter;5.100.000;Alfons;20.08.2025
Diks;3.240.000;Christoph;20.08.2025
Poku;7.100.000;Thomas;20.08.2025
Thielmann;2.350.000;Thomas;20.08.2025
Vidić;180.000;Thomas;20.08.2025
Nusa;6.740.000;Thomas;20.08.2025
M. Eggestein;4.060.000;Thomas;20.08.2025
Laimer;4.950.000;Thomas;20.08.2025
Ostrzinski;160.000;Thomas;20.08.2025
Grimaldo;9.350.000;Thomas;20.08.2025
Ceesay;340.000;Thomas;20.08.2025
Čović;1.580.000;Thomas;20.08.2025
Ogbus;200.000;Dominik;20.08.2025
N. Banks;1.150.000;Dominik;20.08.2025
Sieb;1.900.000;Dominik;20.08.2025
Scienza;4.410.000;Dominik;20.08.2025
Mets;410.000;Dominik;20.08.2025
Malatini;440.000;Dominik;20.08.2025
Mæhle;3.130.000;Dominik;20.08.2025
Ullrich;1.600.000;Dominik;20.08.2025
Zesiger;1.710.000;Dominik;20.08.2025
Topp;2.450.000;Dominik;20.08.2025
Chabot;4.560.000;Dominik;20.08.2025
D. Nemeth;1.840.000;Dominik;20.08.2025
Leweling;5.900.000;Dominik;20.08.2025
Drljača;160.000;Dominik;20.08.2025
Netz;1.470.000;Dominik;20.08.2025
N. Schlotterbeck;3.860.000;Dominik;20.08.2025
Ritzka;340.000;Dominik;20.08.2025
Haberer;1.340.000;Dominik;20.08.2025
Groß;6.660.000;Dominik;20.08.2025
Neuer;2.380.000;Dominik;20.08.2025
Mwene;2.750.000;Christoph;20.08.2025
Dong;290.000;Computer;20.08.2025
Amoura;7.890.000;Computer;20.08.2025
Buta;650.000;Computer;20.08.2025
Wimmer;4.590.000;Computer;20.08.2025
Kohr;3.770.000;Computer;20.08.2025
Schlager;4.620.000;Alfons;20.08.2025
Tietz;4.960.000;Alfons;20.08.2025
Undav;9.570.000;Alfons;20.08.2025
Vasilj;3.100.000;Alfons;20.08.2025
Querfeld;3.370.000;Alfons;20.08.2025
Martel;3.960.000;Alfons;20.08.2025
Dinkçi;3.740.000;Alfons;20.08.2025
Dorsch;2.080.000;Nico;20.08.2025
Svensson;4.910.000;Thomas;20.08.2025
Wahl;2.830.000;Thomas;20.08.2025
Kane;20.250.000;Thomas;20.08.2025
Muheim;3.150.000;Nico;20.08.2025
Wahi;3.200.000;Nico;20.08.2025
Olise;17.590.000;Nico;20.08.2025
Saliakas;2.410.000;Nico;20.08.2025
Götze;3.700.000;Christoph;20.08.2025
Torunarigha;2.520.000;Andreas;20.08.2025
Tiago Tomás;5.470.000;Andreas;20.08.2025
Doekhi;3.340.000;Nico;20.08.2025
Knauff;4.800.000;Nico;20.08.2025
Höler;4.170.000;Nico;20.08.2025
Hendriks;820.000;Nico;20.08.2025
Schäfer;1.780.000;Nico;20.08.2025
Zentner;3.410.000;Nico;20.08.2025
Kampl;980.000;Computer;20.08.2025
Hountondji;2.630.000;Computer;20.08.2025
Baldé;340.000;Computer;20.08.2025
Angély;170.000;Computer;20.08.2025
Kerber;570.000;Computer;20.08.2025
Openda;10.370.000;Computer;20.08.2025
Král;750.000;Computer;20.08.2025
Adli;3.390.000;Computer;20.08.2025
Rexhbeçaj;1.390.000;Computer;20.08.2025
Gregoritsch;1.900.000;Nico;20.08.2025
T. Philipp;160.000;Computer;20.08.2025
Königsdörffer;3.760.000;Computer;20.08.2025
Labrović;270.000;Computer;20.08.2025
Duranville;700.000;Computer;20.08.2025
Geiger;360.000;Computer;20.08.2025
Sander;2.540.000;Computer;20.08.2025
Deman;630.000;Alfons;20.08.2025
Kristensen;6.230.000;Alfons;20.08.2025
Gulácsi;3.110.000;Alfons;20.08.2025
Mané;1.870.000;Alfons;20.08.2025
Höfler;720.000;Alfons;20.08.2025
Raab;300.000;Alfons;20.08.2025
Coulibaly;370.000;Alfons;20.08.2025
Giannoulis;3.090.000;Alfons;20.08.2025
Ginter;5.120.000;Alfons;20.08.2025
Diks;3.330.000;Christoph;20.08.2025
Poku;7.000.000;Thomas;20.08.2025
Thielmann;2.390.000;Thomas;20.08.2025
Nusa;6.810.000;Thomas;20.08.2025
M. Eggestein;3.960.000;Thomas;20.08.2025
Laimer;4.890.000;Thomas;20.08.2025
Grimaldo;9.250.000;Thomas;20.08.2025
Ceesay;380.000;Thomas;20.08.2025
Čović;1.720.000;Thomas;20.08.2025
N. Banks;1.090.000;Dominik;20.08.2025
Sieb;1.990.000;Dominik;20.08.2025
Mets;420.000;Dominik;20.08.2025
Malatini;450.000;Dominik;20.08.2025
Mæhle;3.240.000;Dominik;20.08.2025
Ullrich;1.710.000;Dominik;20.08.2025
Zesiger;1.690.000;Dominik;20.08.2025
Topp;2.370.000;Dominik;20.08.2025
D. Nemeth;1.800.000;Dominik;20.08.2025
Leweling;6.090.000;Dominik;20.08.2025
Drljača;170.000;Dominik;20.08.2025
Netz;1.500.000;Dominik;20.08.2025
N. Schlotterbeck;3.650.000;Dominik;20.08.2025
Ritzka;350.000;Dominik;20.08.2025
Haberer;1.400.000;Dominik;20.08.2025
Groß;6.620.000;Dominik;20.08.2025
Neuer;2.430.000;Dominik;20.08.2025
Mwene;2.840.000;Christoph;20.08.2025
Amoura;7.830.000;Computer;20.08.2025
Wimmer;4.610.000;Computer;20.08.2025
Kohr;3.710.000;Computer;20.08.2025
Schlager;4.490.000;Alfons;20.08.2025
Tietz;4.910.000;Alfons;20.08.2025
Undav;8.970.000;Alfons;20.08.2025
Vasilj;2.910.000;Alfons;20.08.2025
Querfeld;3.420.000;Alfons;20.08.2025
Martel;3.990.000;Alfons;20.08.2025
Dinkçi;3.850.000;Alfons;20.08.2025
Dorsch;2.120.000;Nico;20.08.2025
Svensson;4.790.000;Thomas;20.08.2025
Wahl;2.890.000;Thomas;20.08.2025
Kane;19.230.000;Thomas;20.08.2025
Muheim;3.130.000;Nico;20.08.2025
Wahi;3.270.000;Nico;20.08.2025
Olise;18.500.000;Nico;20.08.2025
Saliakas;2.210.000;Nico;20.08.2025
Götze;3.470.000;Christoph;20.08.2025
Torunarigha;2.370.000;Andreas;20.08.2025
Tiago Tomás;5.920.000;Andreas;20.08.2025
Doekhi;3.430.000;Nico;20.08.2025
Knauff;4.770.000;Nico;20.08.2025
Höler;4.230.000;Nico;20.08.2025
Hendriks;830.000;Nico;20.08.2025
Schäfer;1.820.000;Nico;20.08.2025
Zentner;3.430.000;Nico;20.08.2025
Kampl;940.000;Computer;20.08.2025
Baldé;410.000;Computer;20.08.2025
Openda;10.640.000;Computer;20.08.2025
Rexhbeçaj;1.330.000;Computer;20.08.2025
;;;20.08.2025
;18.500.000;Nico;20.08.2025
Adli;3.350.000;Nico;20.08.2025
Gregoritsch;1.880.000;Nico;20.08.2025
Hountondji;2.550.000;Thomas;20.08.2025
;;;20.08.2025
F. Müller;250.000;Christoph;20.08.2025
Lynen;2.770.000;Christoph;20.08.2025
Dinkçi;3.850.000;Alfons;21.08.2025
Tietz;4.910.000;Alfons;21.08.2025
Undav;8.970.000;Alfons;21.08.2025
Kerber;580.000;Alfons;21.08.2025
Král;750.000;Alfons;21.08.2025
Martel;3.990.000;Alfons;21.08.2025
Schlager;4.490.000;Alfons;21.08.2025
Coulibaly;370.000;Alfons;21.08.2025
Kabar;420.000;Alfons;21.08.2025
Deman;630.000;Alfons;21.08.2025
Mané;1.870.000;Alfons;21.08.2025
Querfeld;3.420.000;Alfons;21.08.2025
Ginter;5.120.000;Alfons;21.08.2025
Kristensen;6.230.000;Alfons;21.08.2025
Raab;300.000;Alfons;21.08.2025
Ogbus;200.000;Dominik;21.08.2025
N. Banks;1.090.000;Dominik;21.08.2025
Sieb;1.990.000;Dominik;21.08.2025
Scienza;4.410.000;Dominik;21.08.2025
Mets;420.000;Dominik;21.08.2025
Malatini;450.000;Dominik;21.08.2025
Mæhle;3.240.000;Dominik;21.08.2025
Ullrich;1.710.000;Dominik;21.08.2025
Zesiger;1.690.000;Dominik;21.08.2025
Topp;2.370.000;Dominik;21.08.2025
Chabot;4.560.000;Dominik;21.08.2025
D. Nemeth;1.800.000;Dominik;21.08.2025
Leweling;6.090.000;Dominik;21.08.2025
Drljača;170.000;Dominik;21.08.2025
Netz;1.500.000;Dominik;21.08.2025
N. Schlotterbeck;3.650.000;Dominik;21.08.2025
Ritzka;350.000;Dominik;21.08.2025
Haberer;1.400.000;Dominik;21.08.2025
Groß;6.620.000;Dominik;21.08.2025
Neuer;2.430.000;Dominik;21.08.2025
Wahl;2.890.000;Thomas;21.08.2025
Kane;19.230.000;Thomas;21.08.2025
Vidić;180.000;Thomas;21.08.2025
Čović;1.720.000;Thomas;21.08.2025
Poku;7.000.000;Thomas;21.08.2025
Grimaldo;9.250.000;Thomas;21.08.2025
Nusa;6.810.000;Thomas;21.08.2025
Ostrzinski;160.000;Thomas;21.08.2025
M. Eggestein;3.960.000;Thomas;21.08.2025
F. Müller;250.000;Christoph;21.08.2025
Lynen;2.770.000;Christoph;21.08.2025
Mwene;2.840.000;Christoph;21.08.2025
Wahi;3.270.000;Nico;21.08.2025
Olise;18.500.000;Nico;21.08.2025
Hendriks;830.000;Nico;21.08.2025
Schäfer;1.820.000;Nico;21.08.2025
Höler;4.230.000;Nico;21.08.2025
Dorsch;2.120.000;Nico;21.08.2025
Zentner;3.430.000;Nico;21.08.2025
Adli;3.350.000;Nico;21.08.2025
Gregoritsch;1.880.000;Nico;21.08.2025
Hountondji;2.550.000;Thomas;21.08.2025
Königsdörffer;3.760.000;Computer;21.08.2025
Labrović;270.000;Computer;21.08.2025
Duranville;700.000;Computer;21.08.2025
Geiger;360.000;Computer;21.08.2025
Sander;2.540.000;Computer;21.08.2025
Gulácsi;3.110.000;Alfons;21.08.2025
Höfler;720.000;Alfons;21.08.2025
Giannoulis;3.090.000;Alfons;21.08.2025
Diks;3.330.000;Christoph;21.08.2025
Thielmann;2.390.000;Thomas;21.08.2025
Laimer;4.890.000;Thomas;21.08.2025
Ceesay;380.000;Thomas;21.08.2025
Dong;290.000;Computer;21.08.2025
Amoura;7.830.000;Computer;21.08.2025
Buta;650.000;Computer;21.08.2025
Wimmer;4.610.000;Computer;21.08.2025
Kohr;3.710.000;Computer;21.08.2025
Muheim;3.130.000;Nico;21.08.2025
Saliakas;2.210.000;Nico;21.08.2025
Götze;3.470.000;Christoph;21.08.2025
Torunarigha;2.370.000;Andreas;21.08.2025
Tiago Tomás;5.920.000;Andreas;21.08.2025
Doekhi;3.430.000;Nico;21.08.2025
Knauff;4.770.000;Nico;21.08.2025
Kampl;940.000;Computer;21.08.2025
Baldé;410.000;Computer;21.08.2025
Angély;170.000;Computer;21.08.2025
Openda;10.640.000;Computer;21.08.2025
Rexhbeçaj;1.330.000;Computer;21.08.2025
Dorsch;2.160.000;Nico;21.08.2025
Schäfer;1.800.000;Nico;21.08.2025
Muheim;3.100.000;Nico;21.08.2025
Saliakas;2.170.000;Nico;21.08.2025
Doekhi;3.530.000;Nico;21.08.2025
Knauff;4.680.000;Nico;21.08.2025
Darvich;2.650.000;Computer;21.08.2025
Yalçınkaya;180.000;Computer;21.08.2025
Højlund;1.190.000;Computer;21.08.2025
Metcalfe;480.000;Computer;21.08.2025
Kaufmann;710.000;Computer;21.08.2025
Huseinbašić;480.000;Computer;21.08.2025
Kilian;180.000;Computer;21.08.2025
Friedrich;530.000;Computer;21.08.2025
Dinkçi;3.860.000;Alfons;21.08.2025
Undav;9.600.000;Alfons;21.08.2025
Král;760.000;Alfons;21.08.2025
Martel;4.040.000;Alfons;21.08.2025
Schlager;4.580.000;Alfons;21.08.2025
Kabar;430.000;Alfons;21.08.2025
Deman;640.000;Alfons;21.08.2025
Mané;1.880.000;Alfons;21.08.2025
Querfeld;3.430.000;Alfons;21.08.2025
Ginter;5.140.000;Alfons;21.08.2025
Kristensen;5.940.000;Alfons;21.08.2025
Raab;310.000;Alfons;21.08.2025
Ogbus;210.000;Dominik;21.08.2025
N. Banks;1.140.000;Dominik;21.08.2025
Sieb;2.110.000;Dominik;21.08.2025
Scienza;4.280.000;Dominik;21.08.2025
Malatini;440.000;Dominik;21.08.2025
Mæhle;3.350.000;Dominik;21.08.2025
Ullrich;1.630.000;Dominik;21.08.2025
Zesiger;1.680.000;Dominik;21.08.2025
Topp;2.320.000;Dominik;21.08.2025
Chabot;4.330.000;Dominik;21.08.2025
D. Nemeth;1.840.000;Dominik;21.08.2025
Leweling;6.160.000;Dominik;21.08.2025
Netz;1.580.000;Dominik;21.08.2025
N. Schlotterbeck;3.730.000;Dominik;21.08.2025
Haberer;1.420.000;Dominik;21.08.2025
Groß;6.640.000;Dominik;21.08.2025
Wahl;2.900.000;Thomas;21.08.2025
Kane;17.800.000;Thomas;21.08.2025
Vidić;200.000;Thomas;21.08.2025
Čović;1.740.000;Thomas;21.08.2025
Poku;6.980.000;Thomas;21.08.2025
Grimaldo;9.460.000;Thomas;21.08.2025
Nusa;6.780.000;Thomas;21.08.2025
M. Eggestein;4.110.000;Thomas;21.08.2025
Lynen;2.810.000;Christoph;21.08.2025
Mwene;2.890.000;Christoph;21.08.2025
Wahi;3.490.000;Nico;21.08.2025
Olise;19.050.000;Nico;21.08.2025
Höler;4.330.000;Nico;21.08.2025
Zentner;3.550.000;Nico;21.08.2025
Hountondji;2.500.000;Thomas;21.08.2025
Königsdörffer;3.950.000;Computer;21.08.2025
Labrović;260.000;Computer;21.08.2025
Geiger;350.000;Computer;21.08.2025
Sander;2.590.000;Computer;21.08.2025
Höfler;690.000;Alfons;21.08.2025
Giannoulis;3.290.000;Alfons;21.08.2025
Diks;3.300.000;Christoph;21.08.2025
Thielmann;2.430.000;Thomas;21.08.2025
Laimer;4.900.000;Thomas;21.08.2025
Amoura;7.740.000;Computer;21.08.2025
Buta;640.000;Computer;21.08.2025
Tiago Tomás;5.620.000;Andreas;21.08.2025
;;Dominik;21.08.2025
Skov Olsen;3.340.000;Dominik;21.08.2025
Undav;9.600.000;Alfons;22.08.2025
Martel;4.040.000;Alfons;22.08.2025
Querfeld;3.430.000;Alfons;22.08.2025
Ginter;5.140.000;Alfons;22.08.2025
Kerber;580.000;Alfons;22.08.2025
Schlager;4.580.000;Alfons;22.08.2025
Wimmer;4.690.000;Alfons;22.08.2025
Baldé;410.000;Alfons;22.08.2025
Dong;290.000;Alfons;22.08.2025
Dinkçi;3.860.000;Alfons;22.08.2025
Král;760.000;Alfons;22.08.2025
Raab;310.000;Alfons;22.08.2025
Deman;640.000;Alfons;22.08.2025
Coulibaly;370.000;Alfons;22.08.2025
Kabar;430.000;Alfons;22.08.2025
Mané;1.880.000;Alfons;22.08.2025
Giannoulis;3.290.000;Alfons;22.08.2025
Gulácsi;3.110.000;Alfons;22.08.2025
Jóhannesson;3.900.000;Dominik;22.08.2025
Skov Olsen;3.340.000;Dominik;22.08.2025
Ogbus;210.000;Dominik;22.08.2025
N. Banks;1.140.000;Dominik;22.08.2025
Sieb;2.110.000;Dominik;22.08.2025
Scienza;4.280.000;Dominik;22.08.2025
Mets;420.000;Dominik;22.08.2025
Malatini;440.000;Dominik;22.08.2025
Mæhle;3.350.000;Dominik;22.08.2025
Ullrich;1.630.000;Dominik;22.08.2025
Zesiger;1.680.000;Dominik;22.08.2025
Topp;2.320.000;Dominik;22.08.2025
Chabot;4.330.000;Dominik;22.08.2025
D. Nemeth;1.840.000;Dominik;22.08.2025
Netz;1.580.000;Dominik;22.08.2025
N. Schlotterbeck;3.730.000;Dominik;22.08.2025
Ritzka;350.000;Dominik;22.08.2025
Haberer;1.420.000;Dominik;22.08.2025
Groß;6.640.000;Dominik;22.08.2025
Neuer;2.430.000;Dominik;22.08.2025
Ceesay;380.000;Thomas;22.08.2025
Laimer;4.900.000;Thomas;22.08.2025
Čović;1.740.000;Thomas;22.08.2025
Wahl;2.900.000;Thomas;22.08.2025
M. Eggestein;4.110.000;Thomas;22.08.2025
Tiago Tomás;5.620.000;Andreas;22.08.2025
Dorsch;2.160.000;Nico;22.08.2025
Schäfer;1.800.000;Nico;22.08.2025
Muheim;3.100.000;Nico;22.08.2025
Saliakas;2.170.000;Nico;22.08.2025
Doekhi;3.530.000;Nico;22.08.2025
Knauff;4.680.000;Nico;22.08.2025
Darvich;2.650.000;Computer;22.08.2025
Yalçınkaya;180.000;Computer;22.08.2025
Højlund;1.190.000;Computer;22.08.2025
Metcalfe;480.000;Computer;22.08.2025
Kaufmann;710.000;Computer;22.08.2025
Huseinbašić;480.000;Computer;22.08.2025
Kilian;180.000;Computer;22.08.2025
Friedrich;530.000;Computer;22.08.2025
Tietz;4.910.000;Alfons;22.08.2025
Kristensen;5.940.000;Alfons;22.08.2025
Kane;17.800.000;Thomas;22.08.2025
Poku;6.980.000;Thomas;22.08.2025
Grimaldo;9.460.000;Thomas;22.08.2025
Nusa;6.780.000;Thomas;22.08.2025
Ostrzinski;160.000;Thomas;22.08.2025
Lynen;2.810.000;Christoph;22.08.2025
Mwene;2.890.000;Christoph;22.08.2025
Wahi;3.490.000;Nico;22.08.2025
Olise;19.050.000;Nico;22.08.2025
Höler;4.330.000;Nico;22.08.2025
Zentner;3.550.000;Nico;22.08.2025
Hountondji;2.500.000;Thomas;22.08.2025
Königsdörffer;3.950.000;Computer;22.08.2025
Labrović;260.000;Computer;22.08.2025
Duranville;700.000;Computer;22.08.2025
Geiger;350.000;Computer;22.08.2025
Sander;2.590.000;Computer;22.08.2025
Amoura;7.740.000;Computer;22.08.2025
Buta;640.000;Computer;22.08.2025
Sahiti;1.270.000;Andreas;22.08.2025
Luis Díaz;18.190.000;Computer;22.08.2025
Thielmann;2.450.000;Computer;22.08.2025
Xavi Simons;7.950.000;Computer;22.08.2025
Özcan;870.000;Computer;22.08.2025
Undav;9.120.000;Alfons;22.08.2025
Martel;4.210.000;Alfons;22.08.2025
Querfeld;3.470.000;Alfons;22.08.2025
Ginter;5.100.000;Alfons;22.08.2025
Kerber;600.000;Alfons;22.08.2025
Schlager;4.150.000;Alfons;22.08.2025
Wimmer;4.850.000;Alfons;22.08.2025
Baldé;420.000;Alfons;22.08.2025
Dong;300.000;Alfons;22.08.2025
Dinkçi;3.970.000;Alfons;22.08.2025
Král;780.000;Alfons;22.08.2025
Deman;610.000;Alfons;22.08.2025
Coulibaly;430.000;Alfons;22.08.2025
Mané;2.140.000;Alfons;22.08.2025
Giannoulis;3.030.000;Alfons;22.08.2025
Gulácsi;2.900.000;Alfons;22.08.2025
Jóhannesson;3.640.000;Dominik;22.08.2025
Skov Olsen;3.330.000;Dominik;22.08.2025
Ogbus;230.000;Dominik;22.08.2025
N. Banks;1.120.000;Dominik;22.08.2025
Sieb;2.140.000;Dominik;22.08.2025
Scienza;4.380.000;Dominik;22.08.2025
Malatini;490.000;Dominik;22.08.2025
Mæhle;3.400.000;Dominik;22.08.2025
Ullrich;1.740.000;Dominik;22.08.2025
Zesiger;1.660.000;Dominik;22.08.2025
Topp;2.470.000;Dominik;22.08.2025
D. Nemeth;1.820.000;Dominik;22.08.2025
Netz;1.570.000;Dominik;22.08.2025
N. Schlotterbeck;3.470.000;Dominik;22.08.2025
Ritzka;430.000;Dominik;22.08.2025
Haberer;1.480.000;Dominik;22.08.2025
Groß;6.810.000;Dominik;22.08.2025
Neuer;2.410.000;Dominik;22.08.2025
Ceesay;390.000;Thomas;22.08.2025
Laimer;5.130.000;Thomas;22.08.2025
Wahl;3.040.000;Thomas;22.08.2025
M. Eggestein;4.030.000;Thomas;22.08.2025
Tiago Tomás;5.190.000;Andreas;22.08.2025
Dorsch;2.140.000;Nico;22.08.2025
Schäfer;1.870.000;Nico;22.08.2025
Muheim;3.130.000;Nico;22.08.2025
Saliakas;2.130.000;Nico;22.08.2025
Doekhi;3.480.000;Nico;22.08.2025
Knauff;4.800.000;Nico;22.08.2025
Darvich;2.500.000;Computer;22.08.2025
Højlund;1.210.000;Computer;22.08.2025
Metcalfe;470.000;Computer;22.08.2025
Kaufmann;760.000;Computer;22.08.2025
Huseinbašić;470.000;Computer;22.08.2025
Kilian;190.000;Computer;22.08.2025
Friedrich;560.000;Computer;22.08.2025
Tietz;4.830.000;Alfons;22.08.2025
Kristensen;6.150.000;Alfons;22.08.2025
Kane;17.860.000;Thomas;22.08.2025
Poku;7.300.000;Thomas;22.08.2025
Grimaldo;9.100.000;Thomas;22.08.2025
Nusa;7.030.000;Thomas;22.08.2025
Lynen;2.980.000;Christoph;22.08.2025
Wahi;3.440.000;Nico;22.08.2025
Olise;17.320.000;Nico;22.08.2025
Höler;4.400.000;Nico;22.08.2025
Zentner;3.530.000;Nico;22.08.2025
Hountondji;2.630.000;Thomas;22.08.2025
Duranville;660.000;Computer;22.08.2025
Geiger;360.000;Computer;22.08.2025
Hountondji;2.630.000;Thomas;23.08.2025
Ostrzinski;160.000;Thomas;23.08.2025
Grimaldo;9.100.000;Thomas;23.08.2025
Kane;17.860.000;Thomas;23.08.2025
Nusa;7.030.000;Thomas;23.08.2025
Poku;7.300.000;Thomas;23.08.2025
Wahl;3.040.000;Thomas;23.08.2025
Querfeld;3.470.000;Alfons;23.08.2025
Raab;310.000;Alfons;23.08.2025
Mané;2.140.000;Alfons;23.08.2025
Král;780.000;Alfons;23.08.2025
Undav;9.120.000;Alfons;23.08.2025
Dinkçi;3.970.000;Alfons;23.08.2025
Tietz;4.830.000;Alfons;23.08.2025
Baldé;420.000;Alfons;23.08.2025
Coulibaly;430.000;Alfons;23.08.2025
Kristensen;6.150.000;Alfons;23.08.2025
